Notes,Infant Birth Weight 12,Infant Birth Weight 12 Code,County of Residence,County of Residence Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Year,Year Code,Births,Average Birth Weight (grams)
,3500 - 3999 grams,8,"Beaufort County, SC",45013,Hispanic or Latino,2135-2,2019,2019,113,3711.48
,3500 - 3999 grams,8,"Beaufort County, SC",45013,Not Hispanic or Latino,2186-5,2019,2019,385,3709.34
,3500 - 3999 grams,8,"Berkeley County, SC",45015,Hispanic or Latino,2135-2,2019,2019,96,3711.73
,3500 - 3999 grams,8,"Berkeley County, SC",45015,Not Hispanic or Latino,2186-5,2019,2019,655,3715.93
,3500 - 3999 grams,8,"Charleston County, SC",45019,Hispanic or Latino,2135-2,2019,2019,149,3706.81
,3500 - 3999 grams,8,"Charleston County, SC",45019,Not Hispanic or Latino,2186-5,2019,2019,1132,3702.66
,3500 - 3999 grams,8,"Dorchester County, SC",45035,Hispanic or Latino,2135-2,2019,2019,49,3696
,3500 - 3999 grams,8,"Dorchester County, SC",45035,Not Hispanic or Latino,2186-5,2019,2019,453,3722.17
,3500 - 3999 grams,8,"Florence County, SC",45041,Hispanic or Latino,2135-2,2019,2019,16,3686.44
,3500 - 3999 grams,8,"Florence County, SC",45041,Not Hispanic or Latino,2186-5,2019,2019,318,3725.08
,3500 - 3999 grams,8,"Greenville County, SC",45045,Hispanic or Latino,2135-2,2019,2019,263,3703.69
,3500 - 3999 grams,8,"Greenville County, SC",45045,Not Hispanic or Latino,2186-5,2019,2019,1369,3705.29
,3500 - 3999 grams,8,"Greenville County, SC",45045,Unknown or Not Stated,9,2019,2019,12,3755.75
,3500 - 3999 grams,8,"Horry County, SC",45051,Hispanic or Latino,2135-2,2019,2019,111,3703.18
,3500 - 3999 grams,8,"Horry County, SC",45051,Not Hispanic or Latino,2186-5,2019,2019,660,3715.44
,3500 - 3999 grams,8,"Lexington County, SC",45063,Hispanic or Latino,2135-2,2019,2019,79,3722.08
,3500 - 3999 grams,8,"Lexington County, SC",45063,Not Hispanic or Latino,2186-5,2019,2019,737,3711.83
,3500 - 3999 grams,8,"Pickens County, SC",45077,Hispanic or Latino,2135-2,2019,2019,30,3714.9
,3500 - 3999 grams,8,"Pickens County, SC",45077,Not Hispanic or Latino,2186-5,2019,2019,367,3700.81
,3500 - 3999 grams,8,"Richland County, SC",45079,Hispanic or Latino,2135-2,2019,2019,100,3724.55
,3500 - 3999 grams,8,"Richland County, SC",45079,Not Hispanic or Latino,2186-5,2019,2019,1050,3711.64
,3500 - 3999 grams,8,"Spartanburg County, SC",45083,Hispanic or Latino,2135-2,2019,2019,114,3693.88
,3500 - 3999 grams,8,"Spartanburg County, SC",45083,Not Hispanic or Latino,2186-5,2019,2019,930,3703.73
,3500 - 3999 grams,8,"Sumter County, SC",45085,Hispanic or Latino,2135-2,2019,2019,18,3686.28
,3500 - 3999 grams,8,"Sumter County, SC",45085,Not Hispanic or Latino,2186-5,2019,2019,302,3700.53
,3500 - 3999 grams,8,"York County, SC",45091,Hispanic or Latino,2135-2,2019,2019,52,3697.37
,3500 - 3999 grams,8,"York County, SC",45091,Not Hispanic or Latino,2186-5,2019,2019,696,3713.18
,3500 - 3999 grams,8,"Unidentified Counties, SC",45999,Hispanic or Latino,2135-2,2019,2019,224,3710.33
,3500 - 3999 grams,8,"Unidentified Counties, SC",45999,Not Hispanic or Latino,2186-5,2019,2019,2652,3701.28
,3500 - 3999 grams,8,"Minnehaha County, SD",46099,Hispanic or Latino,2135-2,2019,2019,50,3705.48
,3500 - 3999 grams,8,"Minnehaha County, SD",46099,Not Hispanic or Latino,2186-5,2019,2019,775,3710.81
,3500 - 3999 grams,8,"Pennington County, SD",46103,Hispanic or Latino,2135-2,2019,2019,24,3657.67
,3500 - 3999 grams,8,"Pennington County, SD",46103,Not Hispanic or Latino,2186-5,2019,2019,393,3715.9
,3500 - 3999 grams,8,"Unidentified Counties, SD",46999,Hispanic or Latino,2135-2,2019,2019,84,3684.26
,3500 - 3999 grams,8,"Unidentified Counties, SD",46999,Not Hispanic or Latino,2186-5,2019,2019,2080,3711.98
,3500 - 3999 grams,8,"Blount County, TN",47009,Hispanic or Latino,2135-2,2019,2019,19,3716.11
,3500 - 3999 grams,8,"Blount County, TN",47009,Not Hispanic or Latino,2186-5,2019,2019,328,3698.48
,3500 - 3999 grams,8,"Davidson County, TN",47037,Hispanic or Latino,2135-2,2019,2019,499,3710.95
,3500 - 3999 grams,8,"Davidson County, TN",47037,Not Hispanic or Latino,2186-5,2019,2019,2121,3712.44
,3500 - 3999 grams,8,"Davidson County, TN",47037,Unknown or Not Stated,9,2019,2019,16,3725.12
,3500 - 3999 grams,8,"Hamilton County, TN",47065,Hispanic or Latino,2135-2,2019,2019,145,3685.66
,3500 - 3999 grams,8,"Hamilton County, TN",47065,Not Hispanic or Latino,2186-5,2019,2019,971,3709.64
,3500 - 3999 grams,8,"Knox County, TN",47093,Hispanic or Latino,2135-2,2019,2019,96,3715.02
,3500 - 3999 grams,8,"Knox County, TN",47093,Not Hispanic or Latino,2186-5,2019,2019,1266,3703.87
,3500 - 3999 grams,8,"Montgomery County, TN",47125,Hispanic or Latino,2135-2,2019,2019,111,3687.53
,3500 - 3999 grams,8,"Montgomery County, TN",47125,Not Hispanic or Latino,2186-5,2019,2019,780,3710.12
,3500 - 3999 grams,8,"Rutherford County, TN",47149,Hispanic or Latino,2135-2,2019,2019,178,3710.6
,3500 - 3999 grams,8,"Rutherford County, TN",47149,Not Hispanic or Latino,2186-5,2019,2019,911,3704.48
,3500 - 3999 grams,8,"Shelby County, TN",47157,Hispanic or Latino,2135-2,2019,2019,392,3697.7
,3500 - 3999 grams,8,"Shelby County, TN",47157,Not Hispanic or Latino,2186-5,2019,2019,2299,3703.09
,3500 - 3999 grams,8,"Sullivan County, TN",47163,Hispanic or Latino,2135-2,2019,2019,20,3743.45
,3500 - 3999 grams,8,"Sullivan County, TN",47163,Not Hispanic or Latino,2186-5,2019,2019,414,3717.32
,3500 - 3999 grams,8,"Sumner County, TN",47165,Hispanic or Latino,2135-2,2019,2019,65,3705.22
,3500 - 3999 grams,8,"Sumner County, TN",47165,Not Hispanic or Latino,2186-5,2019,2019,504,3706.72
,3500 - 3999 grams,8,"Washington County, TN",47179,Hispanic or Latino,2135-2,2019,2019,18,3708.33
,3500 - 3999 grams,8,"Washington County, TN",47179,Not Hispanic or Latino,2186-5,2019,2019,300,3711.56
,3500 - 3999 grams,8,"Williamson County, TN",47187,Hispanic or Latino,2135-2,2019,2019,46,3696.28
,3500 - 3999 grams,8,"Williamson County, TN",47187,Not Hispanic or Latino,2186-5,2019,2019,667,3721.16
,3500 - 3999 grams,8,"Wilson County, TN",47189,Hispanic or Latino,2135-2,2019,2019,26,3656.19
,3500 - 3999 grams,8,"Wilson County, TN",47189,Not Hispanic or Latino,2186-5,2019,2019,398,3718.52
,3500 - 3999 grams,8,"Unidentified Counties, TN",47999,Hispanic or Latino,2135-2,2019,2019,548,3698.75
,3500 - 3999 grams,8,"Unidentified Counties, TN",47999,Not Hispanic or Latino,2186-5,2019,2019,7187,3712.28
,3500 - 3999 grams,8,"Unidentified Counties, TN",47999,Unknown or Not Stated,9,2019,2019,27,3688.59
,3500 - 3999 grams,8,"Bell County, TX",48027,Hispanic or Latino,2135-2,2019,2019,428,3699.04
,3500 - 3999 grams,8,"Bell County, TX",48027,Not Hispanic or Latino,2186-5,2019,2019,1086,3712.89
,3500 - 3999 grams,8,"Bexar County, TX",48029,Hispanic or Latino,2135-2,2019,2019,4138,3702.82
,3500 - 3999 grams,8,"Bexar County, TX",48029,Not Hispanic or Latino,2186-5,2019,2019,2272,3710.69
,3500 - 3999 grams,8,"Brazoria County, TX",48039,Hispanic or Latino,2135-2,2019,2019,440,3700.39
,3500 - 3999 grams,8,"Brazoria County, TX",48039,Not Hispanic or Latino,2186-5,2019,2019,725,3711.48
,3500 - 3999 grams,8,"Brazos County, TX",48041,Hispanic or Latino,2135-2,2019,2019,257,3697.6
,3500 - 3999 grams,8,"Brazos County, TX",48041,Not Hispanic or Latino,2186-5,2019,2019,440,3712.16
,3500 - 3999 grams,8,"Cameron County, TX",48061,Hispanic or Latino,2135-2,2019,2019,1190,3703.33
,3500 - 3999 grams,8,"Cameron County, TX",48061,Not Hispanic or Latino,2186-5,2019,2019,178,3698.13
,3500 - 3999 grams,8,"Collin County, TX",48085,Hispanic or Latino,2135-2,2019,2019,580,3699.56
,3500 - 3999 grams,8,"Collin County, TX",48085,Not Hispanic or Latino,2186-5,2019,2019,2480,3706.77
,3500 - 3999 grams,8,"Comal County, TX",48091,Hispanic or Latino,2135-2,2019,2019,154,3705.12
,3500 - 3999 grams,8,"Comal County, TX",48091,Not Hispanic or Latino,2186-5,2019,2019,311,3713.44
,3500 - 3999 grams,8,"Dallas County, TX",48113,Hispanic or Latino,2135-2,2019,2019,4989,3710.55
,3500 - 3999 grams,8,"Dallas County, TX",48113,Not Hispanic or Latino,2186-5,2019,2019,4387,3703.27
,3500 - 3999 grams,8,"Dallas County, TX",48113,Unknown or Not Stated,9,2019,2019,12,3733.42
,3500 - 3999 grams,8,"Denton County, TX",48121,Hispanic or Latino,2135-2,2019,2019,699,3711.38
,3500 - 3999 grams,8,"Denton County, TX",48121,Not Hispanic or Latino,2186-5,2019,2019,2152,3707.5
,3500 - 3999 grams,8,"Ector County, TX",48135,Hispanic or Latino,2135-2,2019,2019,523,3704.6
,3500 - 3999 grams,8,"Ector County, TX",48135,Not Hispanic or Latino,2186-5,2019,2019,190,3722.26
,3500 - 3999 grams,8,"Ellis County, TX",48139,Hispanic or Latino,2135-2,2019,2019,212,3698.1
,3500 - 3999 grams,8,"Ellis County, TX",48139,Not Hispanic or Latino,2186-5,2019,2019,427,3716.71
,3500 - 3999 grams,8,"El Paso County, TX",48141,Hispanic or Latino,2135-2,2019,2019,2139,3699.95
,3500 - 3999 grams,8,"El Paso County, TX",48141,Not Hispanic or Latino,2186-5,2019,2019,396,3712.24
,3500 - 3999 grams,8,"Fort Bend County, TX",48157,Hispanic or Latino,2135-2,2019,2019,565,3714.9
,3500 - 3999 grams,8,"Fort Bend County, TX",48157,Not Hispanic or Latino,2186-5,2019,2019,1569,3701.99
,3500 - 3999 grams,8,"Galveston County, TX",48167,Hispanic or Latino,2135-2,2019,2019,310,3684.47
,3500 - 3999 grams,8,"Galveston County, TX",48167,Not Hispanic or Latino,2186-5,2019,2019,680,3704.49
,3500 - 3999 grams,8,"Grayson County, TX",48181,Hispanic or Latino,2135-2,2019,2019,87,3698.1
,3500 - 3999 grams,8,"Grayson County, TX",48181,Not Hispanic or Latino,2186-5,2019,2019,331,3702.4
,3500 - 3999 grams,8,"Gregg County, TX",48183,Hispanic or Latino,2135-2,2019,2019,136,3714.74
,3500 - 3999 grams,8,"Gregg County, TX",48183,Not Hispanic or Latino,2186-5,2019,2019,321,3706.84
,3500 - 3999 grams,8,"Guadalupe County, TX",48187,Hispanic or Latino,2135-2,2019,2019,194,3704.97
,3500 - 3999 grams,8,"Guadalupe County, TX",48187,Not Hispanic or Latino,2186-5,2019,2019,301,3715.29
,3500 - 3999 grams,8,"Harris County, TX",48201,Hispanic or Latino,2135-2,2019,2019,8125,3701.85
,3500 - 3999 grams,8,"Harris County, TX",48201,Not Hispanic or Latino,2186-5,2019,2019,7454,3702.67
,3500 - 3999 grams,8,"Harris County, TX",48201,Unknown or Not Stated,9,2019,2019,35,3702.66
,3500 - 3999 grams,8,"Hays County, TX",48209,Hispanic or Latino,2135-2,2019,2019,318,3706.57
,3500 - 3999 grams,8,"Hays County, TX",48209,Not Hispanic or Latino,2186-5,2019,2019,353,3715.24
,3500 - 3999 grams,8,"Hidalgo County, TX",48215,Hispanic or Latino,2135-2,2019,2019,2808,3694.7
,3500 - 3999 grams,8,"Hidalgo County, TX",48215,Not Hispanic or Latino,2186-5,2019,2019,100,3721.1
,3500 - 3999 grams,8,"Jefferson County, TX",48245,Hispanic or Latino,2135-2,2019,2019,235,3694.26
,3500 - 3999 grams,8,"Jefferson County, TX",48245,Not Hispanic or Latino,2186-5,2019,2019,493,3708.86
,3500 - 3999 grams,8,"Johnson County, TX",48251,Hispanic or Latino,2135-2,2019,2019,194,3716.85
,3500 - 3999 grams,8,"Johnson County, TX",48251,Not Hispanic or Latino,2186-5,2019,2019,456,3724.59
,3500 - 3999 grams,8,"Kaufman County, TX",48257,Hispanic or Latino,2135-2,2019,2019,141,3714.19
,3500 - 3999 grams,8,"Kaufman County, TX",48257,Not Hispanic or Latino,2186-5,2019,2019,369,3711.66
,3500 - 3999 grams,8,"Lubbock County, TX",48303,Hispanic or Latino,2135-2,2019,2019,403,3695.2
,3500 - 3999 grams,8,"Lubbock County, TX",48303,Not Hispanic or Latino,2186-5,2019,2019,610,3698.29
,3500 - 3999 grams,8,"McLennan County, TX",48309,Hispanic or Latino,2135-2,2019,2019,332,3715.6
,3500 - 3999 grams,8,"McLennan County, TX",48309,Not Hispanic or Latino,2186-5,2019,2019,570,3722.28
,3500 - 3999 grams,8,"Midland County, TX",48329,Hispanic or Latino,2135-2,2019,2019,371,3695.99
,3500 - 3999 grams,8,"Midland County, TX",48329,Not Hispanic or Latino,2186-5,2019,2019,366,3709.26
,3500 - 3999 grams,8,"Montgomery County, TX",48339,Hispanic or Latino,2135-2,2019,2019,641,3704.77
,3500 - 3999 grams,8,"Montgomery County, TX",48339,Not Hispanic or Latino,2186-5,2019,2019,1423,3711.78
,3500 - 3999 grams,8,"Nueces County, TX",48355,Hispanic or Latino,2135-2,2019,2019,684,3703.95
,3500 - 3999 grams,8,"Nueces County, TX",48355,Not Hispanic or Latino,2186-5,2019,2019,337,3720.18
,3500 - 3999 grams,8,"Parker County, TX",48367,Hispanic or Latino,2135-2,2019,2019,68,3718.19
,3500 - 3999 grams,8,"Parker County, TX",48367,Not Hispanic or Latino,2186-5,2019,2019,395,3704.31
,3500 - 3999 grams,8,"Potter County, TX",48375,Hispanic or Latino,2135-2,2019,2019,182,3687.71
,3500 - 3999 grams,8,"Potter County, TX",48375,Not Hispanic or Latino,2186-5,2019,2019,181,3687.99
,3500 - 3999 grams,8,"Randall County, TX",48381,Hispanic or Latino,2135-2,2019,2019,105,3685.92
,3500 - 3999 grams,8,"Randall County, TX",48381,Not Hispanic or Latino,2186-5,2019,2019,296,3685.92
,3500 - 3999 grams,8,"Smith County, TX",48423,Hispanic or Latino,2135-2,2019,2019,211,3701.91
,3500 - 3999 grams,8,"Smith County, TX",48423,Not Hispanic or Latino,2186-5,2019,2019,553,3713.68
,3500 - 3999 grams,8,"Tarrant County, TX",48439,Hispanic or Latino,2135-2,2019,2019,2701,3704.49
,3500 - 3999 grams,8,"Tarrant County, TX",48439,Not Hispanic or Latino,2186-5,2019,2019,4328,3710.97
,3500 - 3999 grams,8,"Taylor County, TX",48441,Hispanic or Latino,2135-2,2019,2019,90,3701.04
,3500 - 3999 grams,8,"Taylor County, TX",48441,Not Hispanic or Latino,2186-5,2019,2019,376,3705.47
,3500 - 3999 grams,8,"Tom Green County, TX",48451,Hispanic or Latino,2135-2,2019,2019,157,3682.48
,3500 - 3999 grams,8,"Tom Green County, TX",48451,Not Hispanic or Latino,2186-5,2019,2019,224,3696.84
,3500 - 3999 grams,8,"Travis County, TX",48453,Hispanic or Latino,2135-2,2019,2019,1757,3701.33
,3500 - 3999 grams,8,"Travis County, TX",48453,Not Hispanic or Latino,2186-5,2019,2019,2438,3706.9
,3500 - 3999 grams,8,"Webb County, TX",48479,Hispanic or Latino,2135-2,2019,2019,988,3704.59
,3500 - 3999 grams,8,"Webb County, TX",48479,Not Hispanic or Latino,2186-5,2019,2019,10,3748.3
,3500 - 3999 grams,8,"Wichita County, TX",48485,Hispanic or Latino,2135-2,2019,2019,111,3726.02
,3500 - 3999 grams,8,"Wichita County, TX",48485,Not Hispanic or Latino,2186-5,2019,2019,330,3714.32
,3500 - 3999 grams,8,"Williamson County, TX",48491,Hispanic or Latino,2135-2,2019,2019,567,3719.15
,3500 - 3999 grams,8,"Williamson County, TX",48491,Not Hispanic or Latino,2186-5,2019,2019,1288,3711.77
,3500 - 3999 grams,8,"Unidentified Counties, TX",48999,Hispanic or Latino,2135-2,2019,2019,5627,3704.9
,3500 - 3999 grams,8,"Unidentified Counties, TX",48999,Not Hispanic or Latino,2186-5,2019,2019,8678,3709.3
,3500 - 3999 grams,8,"Cache County, UT",49005,Hispanic or Latino,2135-2,2019,2019,65,3709.95
,3500 - 3999 grams,8,"Cache County, UT",49005,Not Hispanic or Latino,2186-5,2019,2019,484,3696.27
,3500 - 3999 grams,8,"Davis County, UT",49011,Hispanic or Latino,2135-2,2019,2019,128,3678.73
,3500 - 3999 grams,8,"Davis County, UT",49011,Not Hispanic or Latino,2186-5,2019,2019,1190,3707.47
,3500 - 3999 grams,8,"Davis County, UT",49011,Unknown or Not Stated,9,2019,2019,97,3722.03
,3500 - 3999 grams,8,"Salt Lake County, UT",49035,Hispanic or Latino,2135-2,2019,2019,852,3694.76
,3500 - 3999 grams,8,"Salt Lake County, UT",49035,Not Hispanic or Latino,2186-5,2019,2019,2943,3700.03
,3500 - 3999 grams,8,"Salt Lake County, UT",49035,Unknown or Not Stated,9,2019,2019,210,3692.98
,3500 - 3999 grams,8,"Utah County, UT",49049,Hispanic or Latino,2135-2,2019,2019,393,3703.54
,3500 - 3999 grams,8,"Utah County, UT",49049,Not Hispanic or Latino,2186-5,2019,2019,2731,3704.96
,3500 - 3999 grams,8,"Utah County, UT",49049,Unknown or Not Stated,9,2019,2019,81,3698.26
,3500 - 3999 grams,8,"Washington County, UT",49053,Hispanic or Latino,2135-2,2019,2019,76,3673.09
,3500 - 3999 grams,8,"Washington County, UT",49053,Not Hispanic or Latino,2186-5,2019,2019,468,3704.29
,3500 - 3999 grams,8,"Weber County, UT",49057,Hispanic or Latino,2135-2,2019,2019,160,3698.77
,3500 - 3999 grams,8,"Weber County, UT",49057,Not Hispanic or Latino,2186-5,2019,2019,659,3701.86
,3500 - 3999 grams,8,"Weber County, UT",49057,Unknown or Not Stated,9,2019,2019,53,3705.66
,3500 - 3999 grams,8,"Unidentified Counties, UT",49999,Hispanic or Latino,2135-2,2019,2019,158,3695.02
,3500 - 3999 grams,8,"Unidentified Counties, UT",49999,Not Hispanic or Latino,2186-5,2019,2019,1364,3703.17
,3500 - 3999 grams,8,"Unidentified Counties, UT",49999,Unknown or Not Stated,9,2019,2019,35,3685.34
,3500 - 3999 grams,8,"Chittenden County, VT",50007,Hispanic or Latino,2135-2,2019,2019,14,3681.86
,3500 - 3999 grams,8,"Chittenden County, VT",50007,Not Hispanic or Latino,2186-5,2019,2019,409,3734.06
,3500 - 3999 grams,8,"Unidentified Counties, VT",50999,Hispanic or Latino,2135-2,2019,2019,27,3692.33
,3500 - 3999 grams,8,"Unidentified Counties, VT",50999,Not Hispanic or Latino,2186-5,2019,2019,1148,3717.08
,3500 - 3999 grams,8,"Arlington County, VA",51013,Hispanic or Latino,2135-2,2019,2019,142,3733.73
,3500 - 3999 grams,8,"Arlington County, VA",51013,Not Hispanic or Latino,2186-5,2019,2019,641,3703.46
,3500 - 3999 grams,8,"Chesterfield County, VA",51041,Hispanic or Latino,2135-2,2019,2019,183,3716.2
,3500 - 3999 grams,8,"Chesterfield County, VA",51041,Not Hispanic or Latino,2186-5,2019,2019,833,3707.31
,3500 - 3999 grams,8,"Fairfax County, VA",51059,Hispanic or Latino,2135-2,2019,2019,881,3703.03
,3500 - 3999 grams,8,"Fairfax County, VA",51059,Not Hispanic or Latino,2186-5,2019,2019,2729,3706.79
,3500 - 3999 grams,8,"Henrico County, VA",51087,Hispanic or Latino,2135-2,2019,2019,85,3698.65
,3500 - 3999 grams,8,"Henrico County, VA",51087,Not Hispanic or Latino,2186-5,2019,2019,870,3710.79
,3500 - 3999 grams,8,"Loudoun County, VA",51107,Hispanic or Latino,2135-2,2019,2019,243,3701.64
,3500 - 3999 grams,8,"Loudoun County, VA",51107,Not Hispanic or Latino,2186-5,2019,2019,1143,3702.18
,3500 - 3999 grams,8,"Prince William County, VA",51153,Hispanic or Latino,2135-2,2019,2019,578,3699.67
,3500 - 3999 grams,8,"Prince William County, VA",51153,Not Hispanic or Latino,2186-5,2019,2019,1214,3700.35
,3500 - 3999 grams,8,"Spotsylvania County, VA",51177,Hispanic or Latino,2135-2,2019,2019,66,3711.82
,3500 - 3999 grams,8,"Spotsylvania County, VA",51177,Not Hispanic or Latino,2186-5,2019,2019,401,3718.62
,3500 - 3999 grams,8,"Stafford County, VA",51179,Hispanic or Latino,2135-2,2019,2019,102,3710.47
,3500 - 3999 grams,8,"Stafford County, VA",51179,Not Hispanic or Latino,2186-5,2019,2019,426,3720.47
,3500 - 3999 grams,8,"Alexandria city, VA",51510,Hispanic or Latino,2135-2,2019,2019,127,3704.27
,3500 - 3999 grams,8,"Alexandria city, VA",51510,Not Hispanic or Latino,2186-5,2019,2019,539,3714.94
,3500 - 3999 grams,8,"Chesapeake city, VA",51550,Hispanic or Latino,2135-2,2019,2019,61,3671.38
,3500 - 3999 grams,8,"Chesapeake city, VA",51550,Not Hispanic or Latino,2186-5,2019,2019,699,3710.82
,3500 - 3999 grams,8,"Hampton city, VA",51650,Hispanic or Latino,2135-2,2019,2019,31,3690.26
,3500 - 3999 grams,8,"Hampton city, VA",51650,Not Hispanic or Latino,2186-5,2019,2019,343,3720.1
,3500 - 3999 grams,8,"Newport News city, VA",51700,Hispanic or Latino,2135-2,2019,2019,95,3711.38
,3500 - 3999 grams,8,"Newport News city, VA",51700,Not Hispanic or Latino,2186-5,2019,2019,576,3708.71
,3500 - 3999 grams,8,"Norfolk city, VA",51710,Hispanic or Latino,2135-2,2019,2019,92,3692.53
,3500 - 3999 grams,8,"Norfolk city, VA",51710,Not Hispanic or Latino,2186-5,2019,2019,690,3703.9
,3500 - 3999 grams,8,"Richmond city, VA",51760,Hispanic or Latino,2135-2,2019,2019,125,3709.18
,3500 - 3999 grams,8,"Richmond city, VA",51760,Not Hispanic or Latino,2186-5,2019,2019,580,3707.59
,3500 - 3999 grams,8,"Virginia Beach city, VA",51810,Hispanic or Latino,2135-2,2019,2019,158,3704.76
,3500 - 3999 grams,8,"Virginia Beach city, VA",51810,Not Hispanic or Latino,2186-5,2019,2019,1342,3708.59
,3500 - 3999 grams,8,"Unidentified Counties, VA",51999,Hispanic or Latino,2135-2,2019,2019,851,3703.98
,3500 - 3999 grams,8,"Unidentified Counties, VA",51999,Not Hispanic or Latino,2186-5,2019,2019,9070,3715.39
,3500 - 3999 grams,8,"Unidentified Counties, VA",51999,Unknown or Not Stated,9,2019,2019,13,3732.46
,3500 - 3999 grams,8,"Benton County, WA",53005,Hispanic or Latino,2135-2,2019,2019,245,3709.18
,3500 - 3999 grams,8,"Benton County, WA",53005,Not Hispanic or Latino,2186-5,2019,2019,484,3724.3
,3500 - 3999 grams,8,"Benton County, WA",53005,Unknown or Not Stated,9,2019,2019,31,3630.52
,3500 - 3999 grams,8,"Clark County, WA",53011,Hispanic or Latino,2135-2,2019,2019,223,3682.49
,3500 - 3999 grams,8,"Clark County, WA",53011,Not Hispanic or Latino,2186-5,2019,2019,1433,3715.02
,3500 - 3999 grams,8,"Clark County, WA",53011,Unknown or Not Stated,9,2019,2019,45,3758.89
